skor_id,koperasi_id,periode,skor_transaksi,skor_stok,skor_pelaporan,skor_komposit,kategori,prediksi_risiko_3bln
SKR-KDMP-00127-2026-05,KDMP-00127,2026-05,5.1,3.5,31.0,13.2,Kritis,83.3
SKR-KDMP-00127-2026-06,KDMP-00127,2026-06,15.9,1.0,43.1,20.0,Kritis,72.2
SKR-KDMP-00127-2026-07,KDMP-00127,2026-07,15.7,5.1,19.5,13.4,Kritis,85.7
SKR-KDMP-00127-2026-08,KDMP-00127,2026-08,29.8,15.7,29.0,24.8,Kritis,72.6
SKR-KDMP-00128-2026-03,KDMP-00128,2026-03,30.4,47.5,67.3,48.4,Waspada,52.1
SKR-KDMP-00128-2026-04,KDMP-00128,2026-04,59.0,59.6,78.5,65.7,Waspada,30.5
SKR-KDMP-00128-2026-05,KDMP-00128,2026-05,27.0,26.8,77.2,43.7,Waspada,60.9
SKR-KDMP-00128-2026-06,KDMP-00128,2026-06,30.2,37.9,54.4,40.8,Waspada,83.5
SKR-KDMP-00128-2026-07,KDMP-00128,2026-07,31.8,47.2,52.1,43.7,Waspada,59.0
SKR-KDMP-00128-2026-08,KDMP-00128,2026-08,23.0,43.7,44.1,36.9,Kritis,71.7
SKR-KDMP-00129-2026-03,KDMP-00129,2026-03,59.8,71.7,61.6,64.4,Waspada,35.8
SKR-KDMP-00129-2026-04,KDMP-00129,2026-04,74.6,57.1,74.6,68.8,Waspada,27.7
SKR-KDMP-00129-2026-05,KDMP-00129,2026-05,68.7,73.2,76.9,72.9,Sehat,18.8
SKR-KDMP-00129-2026-06,KDMP-00129,2026-06,86.6,56.6,98.5,80.6,Sehat,9.9
SKR-KDMP-00129-2026-07,KDMP-00129,2026-07,89.6,79.8,98.7,89.4,Sehat,6.1
SKR-KDMP-00129-2026-08,KDMP-00129,2026-08,80.8,96.5,99.7,92.3,Sehat,7.3
SKR-KDMP-00130-2026-03,KDMP-00130,2026-03,35.0,13.6,59.0,35.9,Kritis,63.2
SKR-KDMP-00130-2026-04,KDMP-00130,2026-04,32.6,14.1,50.7,32.5,Kritis,68.1
SKR-KDMP-00130-2026-05,KDMP-00130,2026-05,27.8,28.3,62.6,39.6,Kritis,56.0
SKR-KDMP-00130-2026-06,KDMP-00130,2026-06,39.3,39.4,59.7,46.1,Waspada,38.4
SKR-KDMP-00130-2026-07,KDMP-00130,2026-07,52.7,28.3,90.4,57.1,Waspada,19.8
SKR-KDMP-00130-2026-08,KDMP-00130,2026-08,73.7,69.7,86.5,76.6,Sehat,5.9
SKR-KDMP-00131-2026-03,KDMP-00131,2026-03,50.5,21.5,51.9,41.3,Waspada,58.2
SKR-KDMP-00131-2026-04,KDMP-00131,2026-04,28.8,56.3,63.3,49.5,Waspada,51.8
SKR-KDMP-00131-2026-05,KDMP-00131,2026-05,47.6,32.8,58.5,46.3,Waspada,47.5
SKR-KDMP-00131-2026-06,KDMP-00131,2026-06,32.4,49.0,57.0,46.1,Waspada,59.9
SKR-KDMP-00131-2026-07,KDMP-00131,2026-07,35.0,64.6,77.2,58.9,Waspada,26.9
SKR-KDMP-00131-2026-08,KDMP-00131,2026-08,55.4,67.7,55.1,59.4,Waspada,28.0
SKR-KDMP-00132-2026-03,KDMP-00132,2026-03,63.0,21.5,74.9,53.1,Waspada,41.3
SKR-KDMP-00132-2026-04,KDMP-00132,2026-04,31.3,49.7,79.6,53.5,Waspada,44.9
SKR-KDMP-00132-2026-05,KDMP-00132,2026-05,30.6,36.4,63.9,43.6,Waspada,67.7
SKR-KDMP-00132-2026-06,KDMP-00132,2026-06,34.2,39.9,71.3,48.5,Waspada,55.9
SKR-KDMP-00132-2026-07,KDMP-00132,2026-07,39.6,52.5,56.7,49.6,Waspada,45.1
SKR-KDMP-00132-2026-08,KDMP-00132,2026-08,44.2,60.1,72.4,58.9,Waspada,28.8
SKR-KDMP-00133-2026-03,KDMP-00133,2026-03,62.4,49.0,59.4,56.9,Waspada,41.8
SKR-KDMP-00133-2026-04,KDMP-00133,2026-04,81.9,87.9,74.6,81.5,Sehat,18.6
SKR-KDMP-00133-2026-05,KDMP-00133,2026-05,78.3,97.0,87.4,87.6,Sehat,4.1
SKR-KDMP-00133-2026-06,KDMP-00133,2026-06,76.6,76.3,87.5,80.1,Sehat,20.4
SKR-KDMP-00133-2026-07,KDMP-00133,2026-07,97.1,100.0,100.0,99.0,Sehat,5.2
SKR-KDMP-00133-2026-08,KDMP-00133,2026-08,96.3,98.5,95.5,96.8,Sehat,4.9
SKR-KDMP-00134-2026-03,KDMP-00134,2026-03,71.3,82.1,86.8,80.1,Sehat,19.6
SKR-KDMP-00134-2026-04,KDMP-00134,2026-04,70.1,91.4,83.1,81.5,Sehat,19.5
SKR-KDMP-00134-2026-05,KDMP-00134,2026-05,80.8,96.5,97.3,91.5,Sehat,7.6
SKR-KDMP-00134-2026-06,KDMP-00134,2026-06,83.7,81.3,99.0,88.0,Sehat,10.4
SKR-KDMP-00134-2026-07,KDMP-00134,2026-07,91.4,72.7,98.6,87.6,Sehat,15.2
SKR-KDMP-00134-2026-08,KDMP-00134,2026-08,83.1,73.2,85.4,80.6,Sehat,24.4
SKR-KDMP-00135-2026-03,KDMP-00135,2026-03,85.9,97.0,88.2,90.4,Sehat,13.5
SKR-KDMP-00135-2026-04,KDMP-00135,2026-04,85.5,82.6,90.0,86.0,Sehat,15.3
SKR-KDMP-00135-2026-05,KDMP-00135,2026-05,67.2,68.7,84.9,73.6,Sehat,41.6
SKR-KDMP-00135-2026-06,KDMP-00135,2026-06,61.5,96.0,80.5,79.3,Sehat,27.6
SKR-KDMP-00135-2026-07,KDMP-00135,2026-07,11.5,1.5,23.5,12.2,Kritis,99.2
SKR-KDMP-00135-2026-08,KDMP-00135,2026-08,3.8,6.6,11.9,7.4,Kritis,99.6
SKR-KDMP-00136-2026-03,KDMP-00136,2026-03,4.0,2.0,19.5,8.5,Kritis,88.3
SKR-KDMP-00136-2026-04,KDMP-00136,2026-04,11.1,6.6,27.8,15.2,Kritis,83.9
SKR-KDMP-00136-2026-05,KDMP-00136,2026-05,5.1,17.9,38.6,20.5,Kritis,70.4
SKR-KDMP-00136-2026-06,KDMP-00136,2026-06,4.5,7.1,25.0,12.2,Kritis,88.1
SKR-KDMP-00136-2026-07,KDMP-00136,2026-07,3.0,8.1,50.9,20.7,Kritis,78.5
SKR-KDMP-00136-2026-08,KDMP-00136,2026-08,34.1,3.0,10.3,15.8,Kritis,82.0
SKR-KDMP-00137-2026-03,KDMP-00137,2026-03,66.8,33.6,90.5,63.6,Waspada,29.6
SKR-KDMP-00137-2026-04,KDMP-00137,2026-04,46.5,51.5,76.0,58.0,Waspada,40.0
SKR-KDMP-00137-2026-05,KDMP-00137,2026-05,73.2,47.2,78.5,66.3,Waspada,26.2
SKR-KDMP-00137-2026-06,KDMP-00137,2026-06,61.2,83.3,68.4,71.0,Sehat,18.4
SKR-KDMP-00137-2026-07,KDMP-00137,2026-07,72.9,61.6,66.2,66.9,Waspada,30.8
SKR-KDMP-00137-2026-08,KDMP-00137,2026-08,52.3,80.3,51.1,61.2,Waspada,53.5
SKR-KDMP-00138-2026-03,KDMP-00138,2026-03,68.2,74.2,95.5,79.3,Sehat,19.1
SKR-KDMP-00138-2026-04,KDMP-00138,2026-04,78.7,92.9,98.9,90.2,Sehat,12.6
SKR-KDMP-00138-2026-05,KDMP-00138,2026-05,72.5,89.4,90.7,84.2,Sehat,14.2
SKR-KDMP-00138-2026-06,KDMP-00138,2026-06,99.6,97.0,96.3,97.6,Sehat,6.7
SKR-KDMP-00138-2026-07,KDMP-00138,2026-07,65.9,88.4,98.1,84.1,Sehat,17.2
SKR-KDMP-00138-2026-08,KDMP-00138,2026-08,68.1,82.3,91.1,80.5,Sehat,34.5
SKR-KDMP-00139-2026-03,KDMP-00139,2026-03,74.6,88.9,87.7,83.7,Sehat,17.4
SKR-KDMP-00139-2026-04,KDMP-00139,2026-04,96.6,69.2,91.5,85.8,Sehat,14.0
SKR-KDMP-00139-2026-05,KDMP-00139,2026-05,98.6,86.9,82.6,89.4,Sehat,10.6
SKR-KDMP-00139-2026-06,KDMP-00139,2026-06,77.9,73.7,99.6,83.7,Sehat,17.1
SKR-KDMP-00139-2026-07,KDMP-00139,2026-07,88.1,88.9,95.7,90.9,Sehat,11.4
SKR-KDMP-00139-2026-08,KDMP-00139,2026-08,94.4,97.0,95.4,95.6,Sehat,6.2
SKR-KDMP-00140-2026-03,KDMP-00140,2026-03,28.2,29.0,45.1,34.1,Kritis,68.5
SKR-KDMP-00140-2026-04,KDMP-00140,2026-04,29.8,17.2,57.9,35.0,Kritis,64.9
SKR-KDMP-00140-2026-05,KDMP-00140,2026-05,34.3,46.5,68.0,49.6,Waspada,32.2
SKR-KDMP-00140-2026-06,KDMP-00140,2026-06,74.9,84.3,89.5,82.9,Sehat,2.1
SKR-KDMP-00140-2026-07,KDMP-00140,2026-07,93.2,96.5,97.3,95.7,Sehat,1.3
SKR-KDMP-00140-2026-08,KDMP-00140,2026-08,98.1,61.6,96.7,85.5,Sehat,12.5
SKR-KDMP-00141-2026-03,KDMP-00141,2026-03,4.0,6.3,23.8,11.4,Kritis,86.8
SKR-KDMP-00141-2026-04,KDMP-00141,2026-04,4.0,12.6,9.4,8.7,Kritis,89.2
SKR-KDMP-00141-2026-05,KDMP-00141,2026-05,82.7,72.2,89.4,81.4,Sehat,0.7
SKR-KDMP-00141-2026-06,KDMP-00141,2026-06,90.4,82.8,94.5,89.2,Sehat,0.3
SKR-KDMP-00141-2026-07,KDMP-00141,2026-07,80.6,82.8,89.9,84.4,Sehat,14.6
SKR-KDMP-00141-2026-08,KDMP-00141,2026-08,92.0,79.5,100.0,90.5,Sehat,11.0
SKR-KDMP-00142-2026-03,KDMP-00142,2026-03,4.0,4.0,20.7,9.6,Kritis,87.7
SKR-KDMP-00142-2026-04,KDMP-00142,2026-04,14.3,3.8,42.4,20.2,Kritis,78.9
SKR-KDMP-00142-2026-05,KDMP-00142,2026-05,16.0,13.6,12.4,14.0,Kritis,83.7
SKR-KDMP-00142-2026-06,KDMP-00142,2026-06,81.4,71.7,95.9,83.0,Sehat,0.9
SKR-KDMP-00142-2026-07,KDMP-00142,2026-07,90.9,98.5,100.0,96.5,Sehat,0.2
SKR-KDMP-00142-2026-08,KDMP-00142,2026-08,98.9,99.0,100.0,99.3,Sehat,4.3
SKR-KDMP-00143-2026-03,KDMP-00143,2026-03,37.2,51.0,63.1,50.4,Waspada,50.4
SKR-KDMP-00143-2026-04,KDMP-00143,2026-04,53.0,40.4,63.2,52.2,Waspada,46.1
SKR-KDMP-00143-2026-05,KDMP-00143,2026-05,48.6,65.2,57.2,57.0,Waspada,36.8
SKR-KDMP-00143-2026-06,KDMP-00143,2026-06,30.9,19.7,57.1,35.9,Kritis,80.2
SKR-KDMP-00143-2026-07,KDMP-00143,2026-07,56.3,63.6,51.1,57.0,Waspada,43.2
SKR-KDMP-00143-2026-08,KDMP-00143,2026-08,39.9,24.2,53.4,39.2,Kritis,58.6
SKR-KDMP-00144-2026-03,KDMP-00144,2026-03,51.0,69.2,75.1,65.1,Waspada,33.8
SKR-KDMP-00144-2026-04,KDMP-00144,2026-04,45.2,26.8,50.9,41.0,Waspada,61.0
SKR-KDMP-00144-2026-05,KDMP-00144,2026-05,54.2,60.6,74.8,63.2,Waspada,35.4
SKR-KDMP-00144-2026-06,KDMP-00144,2026-06,36.2,30.8,68.2,45.1,Waspada,50.1
SKR-KDMP-00144-2026-07,KDMP-00144,2026-07,57.3,60.1,73.4,63.6,Waspada,32.8
SKR-KDMP-00144-2026-08,KDMP-00144,2026-08,52.9,31.3,74.4,52.9,Waspada,35.2
SKR-KDMP-00145-2026-03,KDMP-00145,2026-03,50.0,16.2,40.5,35.6,Kritis,65.2
SKR-KDMP-00145-2026-04,KDMP-00145,2026-04,27.3,27.5,48.1,34.3,Kritis,68.0
SKR-KDMP-00145-2026-05,KDMP-00145,2026-05,51.9,50.3,52.3,51.5,Waspada,31.0
SKR-KDMP-00145-2026-06,KDMP-00145,2026-06,56.7,58.8,78.2,64.6,Waspada,10.3
SKR-KDMP-00145-2026-07,KDMP-00145,2026-07,48.5,51.3,90.3,63.4,Waspada,21.5
SKR-KDMP-00145-2026-08,KDMP-00145,2026-08,32.6,34.8,77.1,48.2,Waspada,68.6
SKR-KDMP-00146-2026-03,KDMP-00146,2026-03,69.8,92.4,85.6,82.6,Sehat,18.7
SKR-KDMP-00146-2026-04,KDMP-00146,2026-04,57.8,90.7,90.9,79.8,Sehat,20.7
SKR-KDMP-00146-2026-05,KDMP-00146,2026-05,77.4,70.2,81.8,76.5,Sehat,27.0
SKR-KDMP-00146-2026-06,KDMP-00146,2026-06,85.9,91.9,99.1,92.3,Sehat,6.6
SKR-KDMP-00146-2026-07,KDMP-00146,2026-07,88.9,61.1,89.9,80.0,Sehat,15.7
SKR-KDMP-00146-2026-08,KDMP-00146,2026-08,83.2,87.6,80.8,83.9,Sehat,23.5
SKR-KDMP-00147-2026-03,KDMP-00147,2026-03,4.0,9.6,54.9,22.8,Kritis,77.2
SKR-KDMP-00147-2026-04,KDMP-00147,2026-04,4.0,21.2,10.6,11.9,Kritis,88.3
SKR-KDMP-00147-2026-05,KDMP-00147,2026-05,5.1,0.8,48.8,18.2,Kritis,83.4
SKR-KDMP-00147-2026-06,KDMP-00147,2026-06,27.4,40.9,60.3,42.9,Waspada,24.0
SKR-KDMP-00147-2026-07,KDMP-00147,2026-07,34.1,35.9,52.7,40.9,Waspada,35.4
SKR-KDMP-00147-2026-08,KDMP-00147,2026-08,38.4,15.7,47.1,33.7,Kritis,76.0
SKR-KDMP-00148-2026-03,KDMP-00148,2026-03,73.6,91.4,100.0,88.3,Sehat,14.0
SKR-KDMP-00148-2026-04,KDMP-00148,2026-04,88.0,87.4,100.0,91.8,Sehat,11.5
SKR-KDMP-00148-2026-05,KDMP-00148,2026-05,98.1,87.4,79.7,88.4,Sehat,14.3
SKR-KDMP-00148-2026-06,KDMP-00148,2026-06,74.6,93.4,82.1,83.4,Sehat,25.1
SKR-KDMP-00148-2026-07,KDMP-00148,2026-07,72.6,64.1,71.8,69.5,Waspada,49.6
SKR-KDMP-00148-2026-08,KDMP-00148,2026-08,64.5,56.8,55.5,58.9,Waspada,68.8
SKR-KDMP-00149-2026-03,KDMP-00149,2026-03,96.7,73.2,100.0,90.0,Sehat,11.7
SKR-KDMP-00149-2026-04,KDMP-00149,2026-04,69.8,84.8,100.0,84.9,Sehat,15.8
SKR-KDMP-00149-2026-05,KDMP-00149,2026-05,58.0,69.7,77.6,68.4,Waspada,54.8
SKR-KDMP-00149-2026-06,KDMP-00149,2026-06,89.6,78.8,70.5,79.6,Sehat,24.2
SKR-KDMP-00149-2026-07,KDMP-00149,2026-07,85.9,75.3,63.0,74.7,Sehat,20.1
SKR-KDMP-00149-2026-08,KDMP-00149,2026-08,72.7,77.3,54.2,68.1,Waspada,45.8
SKR-KDMP-00150-2026-03,KDMP-00150,2026-03,15.8,22.7,56.5,31.7,Kritis,69.6
SKR-KDMP-00150-2026-04,KDMP-00150,2026-04,32.3,37.9,46.5,38.9,Kritis,63.6
SKR-KDMP-00150-2026-05,KDMP-00150,2026-05,25.3,38.4,48.2,37.3,Kritis,60.0
SKR-KDMP-00150-2026-06,KDMP-00150,2026-06,67.3,37.1,73.7,59.4,Waspada,17.0
SKR-KDMP-00150-2026-07,KDMP-00150,2026-07,51.0,55.1,91.3,65.8,Waspada,10.1
SKR-KDMP-00150-2026-08,KDMP-00150,2026-08,59.7,45.7,75.4,60.3,Waspada,35.4
SKR-KDMP-00151-2026-03,KDMP-00151,2026-03,61.1,96.0,82.0,79.7,Sehat,21.7
SKR-KDMP-00151-2026-04,KDMP-00151,2026-04,62.6,93.9,87.6,81.4,Sehat,19.6
SKR-KDMP-00151-2026-05,KDMP-00151,2026-05,89.5,81.3,86.5,85.8,Sehat,11.8
SKR-KDMP-00151-2026-06,KDMP-00151,2026-06,97.5,79.3,82.0,86.3,Sehat,12.2
SKR-KDMP-00151-2026-07,KDMP-00151,2026-07,75.9,95.7,95.8,89.1,Sehat,12.1
SKR-KDMP-00151-2026-08,KDMP-00151,2026-08,95.2,59.1,84.1,79.5,Sehat,23.5
SKR-KDMP-00152-2026-03,KDMP-00152,2026-03,18.6,15.7,48.1,27.5,Kritis,73.6
SKR-KDMP-00152-2026-04,KDMP-00152,2026-04,12.8,19.2,34.7,22.2,Kritis,79.9
SKR-KDMP-00152-2026-05,KDMP-00152,2026-05,5.1,15.2,46.6,22.3,Kritis,82.4
SKR-KDMP-00152-2026-06,KDMP-00152,2026-06,12.9,16.2,44.1,24.4,Kritis,75.0
SKR-KDMP-00152-2026-07,KDMP-00152,2026-07,3.0,3.0,35.2,13.7,Kritis,89.4
SKR-KDMP-00152-2026-08,KDMP-00152,2026-08,13.9,11.1,7.9,11.0,Kritis,93.1
SKR-KDMP-00153-2026-03,KDMP-00153,2026-03,13.3,26.3,35.8,25.1,Kritis,77.9
SKR-KDMP-00153-2026-04,KDMP-00153,2026-04,15.8,3.8,19.9,13.2,Kritis,86.0
SKR-KDMP-00153-2026-05,KDMP-00153,2026-05,14.3,14.4,10.8,13.2,Kritis,91.9
SKR-KDMP-00153-2026-06,KDMP-00153,2026-06,12.1,5.3,22.6,13.3,Kritis,85.5
SKR-KDMP-00153-2026-07,KDMP-00153,2026-07,13.6,3.5,14.7,10.6,Kritis,88.7
SKR-KDMP-00153-2026-08,KDMP-00153,2026-08,13.6,18.9,30.8,21.1,Kritis,74.0
SKR-KDMP-00154-2026-03,KDMP-00154,2026-03,30.9,19.7,53.8,34.8,Kritis,65.8
SKR-KDMP-00154-2026-04,KDMP-00154,2026-04,28.3,54.0,46.6,43.0,Waspada,60.9
SKR-KDMP-00154-2026-05,KDMP-00154,2026-05,44.8,53.5,60.0,52.8,Waspada,27.9
SKR-KDMP-00154-2026-06,KDMP-00154,2026-06,55.9,31.3,63.0,50.1,Waspada,39.6
SKR-KDMP-00154-2026-07,KDMP-00154,2026-07,42.4,24.2,66.6,44.4,Waspada,63.4
SKR-KDMP-00154-2026-08,KDMP-00154,2026-08,42.2,71.7,64.4,59.4,Waspada,31.0
SKR-KDMP-00155-2026-03,KDMP-00155,2026-03,35.5,30.8,57.6,41.3,Waspada,59.3
SKR-KDMP-00155-2026-04,KDMP-00155,2026-04,32.1,52.0,51.2,45.1,Waspada,58.0
SKR-KDMP-00155-2026-05,KDMP-00155,2026-05,13.8,4.0,19.2,12.3,Kritis,96.3
SKR-KDMP-00155-2026-06,KDMP-00155,2026-06,4.5,20.2,35.9,20.2,Kritis,93.1
SKR-KDMP-00155-2026-07,KDMP-00155,2026-07,32.1,23.7,10.7,22.2,Kritis,73.1
SKR-KDMP-00155-2026-08,KDMP-00155,2026-08,13.1,12.1,51.9,25.7,Kritis,69.5
SKR-KDMP-00156-2026-03,KDMP-00156,2026-03,96.6,73.7,97.7,89.3,Sehat,12.2
SKR-KDMP-00156-2026-04,KDMP-00156,2026-04,89.3,77.3,88.1,84.9,Sehat,15.6
SKR-KDMP-00156-2026-05,KDMP-00156,2026-05,79.5,83.8,93.6,85.6,Sehat,17.7
SKR-KDMP-00156-2026-06,KDMP-00156,2026-06,76.9,76.8,80.1,77.9,Sehat,27.6
SKR-KDMP-00156-2026-07,KDMP-00156,2026-07,61.9,77.3,72.8,70.7,Sehat,45.0
SKR-KDMP-00156-2026-08,KDMP-00156,2026-08,51.5,74.7,54.6,60.3,Waspada,62.6
SKR-KDMP-00157-2026-03,KDMP-00157,2026-03,29.4,25.3,49.8,34.8,Kritis,66.9
SKR-KDMP-00157-2026-04,KDMP-00157,2026-04,51.8,39.9,66.3,52.7,Waspada,44.1
SKR-KDMP-00157-2026-05,KDMP-00157,2026-05,30.3,32.3,57.4,40.0,Waspada,56.1
SKR-KDMP-00157-2026-06,KDMP-00157,2026-06,36.5,63.1,68.9,56.2,Waspada,39.3
SKR-KDMP-00157-2026-07,KDMP-00157,2026-07,33.8,44.4,68.1,48.8,Waspada,41.4
SKR-KDMP-00157-2026-08,KDMP-00157,2026-08,67.7,62.6,64.0,64.8,Waspada,24.8
SKR-KDMP-00158-2026-03,KDMP-00158,2026-03,4.0,11.9,28.6,14.8,Kritis,84.9
SKR-KDMP-00158-2026-04,KDMP-00158,2026-04,11.5,14.6,4.2,10.1,Kritis,88.8
SKR-KDMP-00158-2026-05,KDMP-00158,2026-05,5.1,16.9,16.8,12.9,Kritis,87.8
SKR-KDMP-00158-2026-06,KDMP-00158,2026-06,4.5,11.4,49.9,21.9,Kritis,67.3
SKR-KDMP-00158-2026-07,KDMP-00158,2026-07,13.4,25.8,36.3,25.2,Kritis,66.1
SKR-KDMP-00158-2026-08,KDMP-00158,2026-08,14.9,26.8,43.8,28.5,Kritis,67.8
SKR-KDMP-00159-2026-03,KDMP-00159,2026-03,74.4,58.1,65.1,65.9,Waspada,31.9
SKR-KDMP-00159-2026-04,KDMP-00159,2026-04,67.3,91.9,72.6,77.3,Sehat,23.3
SKR-KDMP-00159-2026-05,KDMP-00159,2026-05,70.2,72.7,78.8,73.9,Sehat,18.5
SKR-KDMP-00159-2026-06,KDMP-00159,2026-06,91.9,98.0,100.0,96.6,Sehat,4.1
SKR-KDMP-00159-2026-07,KDMP-00159,2026-07,94.8,93.4,94.5,94.2,Sehat,4.6
SKR-KDMP-00159-2026-08,KDMP-00159,2026-08,88.3,99.5,92.7,93.5,Sehat,13.3
SKR-KDMP-00160-2026-03,KDMP-00160,2026-03,16.8,27.0,49.6,31.1,Kritis,71.3
SKR-KDMP-00160-2026-04,KDMP-00160,2026-04,13.9,27.5,52.4,31.3,Kritis,70.9
SKR-KDMP-00160-2026-05,KDMP-00160,2026-05,46.6,31.3,73.6,50.5,Waspada,25.0
SKR-KDMP-00160-2026-06,KDMP-00160,2026-06,26.4,52.5,57.8,45.6,Waspada,41.1
SKR-KDMP-00160-2026-07,KDMP-00160,2026-07,58.1,39.4,83.9,60.5,Waspada,24.0
SKR-KDMP-00160-2026-08,KDMP-00160,2026-08,60.0,29.3,90.1,59.8,Waspada,20.5
SKR-KDMP-00161-2026-03,KDMP-00161,2026-03,54.3,56.3,64.3,58.3,Waspada,40.9
SKR-KDMP-00161-2026-04,KDMP-00161,2026-04,25.5,49.0,64.6,46.4,Waspada,55.9
SKR-KDMP-00161-2026-05,KDMP-00161,2026-05,33.3,54.8,62.9,50.3,Waspada,60.0
SKR-KDMP-00161-2026-06,KDMP-00161,2026-06,52.7,36.4,63.0,50.7,Waspada,42.6
SKR-KDMP-00161-2026-07,KDMP-00161,2026-07,36.4,28.8,58.3,41.2,Waspada,69.2
SKR-KDMP-00161-2026-08,KDMP-00161,2026-08,43.4,48.2,65.2,52.3,Waspada,44.7
SKR-KDMP-00162-2026-03,KDMP-00162,2026-03,42.3,44.4,52.7,46.5,Waspada,55.1
SKR-KDMP-00162-2026-04,KDMP-00162,2026-04,35.6,36.6,53.6,41.9,Waspada,60.0
SKR-KDMP-00162-2026-05,KDMP-00162,2026-05,47.1,46.0,50.2,47.8,Waspada,51.9
SKR-KDMP-00162-2026-06,KDMP-00162,2026-06,81.2,96.5,90.2,89.3,Sehat,1.6
SKR-KDMP-00162-2026-07,KDMP-00162,2026-07,96.3,59.6,97.2,84.4,Sehat,2.9
SKR-KDMP-00162-2026-08,KDMP-00162,2026-08,85.5,90.4,80.8,85.6,Sehat,18.8
SKR-KDMP-00163-2026-03,KDMP-00163,2026-03,98.1,84.3,100.0,94.1,Sehat,10.3
SKR-KDMP-00163-2026-04,KDMP-00163,2026-04,84.5,82.6,100.0,89.0,Sehat,13.0
SKR-KDMP-00163-2026-05,KDMP-00163,2026-05,65.3,96.0,95.4,85.6,Sehat,22.6
SKR-KDMP-00163-2026-06,KDMP-00163,2026-06,31.9,26.3,53.6,37.3,Kritis,95.6
SKR-KDMP-00163-2026-07,KDMP-00163,2026-07,37.9,43.4,38.4,39.9,Kritis,93.7
SKR-KDMP-00163-2026-08,KDMP-00163,2026-08,35.9,18.9,51.4,35.4,Kritis,67.4
SKR-KDMP-00164-2026-03,KDMP-00164,2026-03,48.2,30.3,75.4,51.3,Waspada,44.9
SKR-KDMP-00164-2026-04,KDMP-00164,2026-04,33.8,32.3,58.3,41.5,Waspada,59.8
SKR-KDMP-00164-2026-05,KDMP-00164,2026-05,31.1,42.9,60.5,44.8,Waspada,63.5
SKR-KDMP-00164-2026-06,KDMP-00164,2026-06,33.7,31.8,56.1,40.5,Waspada,61.9
SKR-KDMP-00164-2026-07,KDMP-00164,2026-07,37.1,27.3,39.9,34.8,Kritis,77.2
SKR-KDMP-00164-2026-08,KDMP-00164,2026-08,16.4,39.4,34.3,30.0,Kritis,83.1
SKR-KDMP-00165-2026-03,KDMP-00165,2026-03,36.0,57.3,77.8,57.0,Waspada,41.8
SKR-KDMP-00165-2026-04,KDMP-00165,2026-04,30.3,53.5,59.5,47.8,Waspada,55.0
SKR-KDMP-00165-2026-05,KDMP-00165,2026-05,53.7,48.0,56.7,52.8,Waspada,51.7
SKR-KDMP-00165-2026-06,KDMP-00165,2026-06,14.9,34.3,50.1,33.1,Kritis,83.0
SKR-KDMP-00165-2026-07,KDMP-00165,2026-07,19.4,31.3,57.5,36.1,Kritis,80.5
SKR-KDMP-00165-2026-08,KDMP-00165,2026-08,18.2,43.7,35.4,32.4,Kritis,73.7
SKR-KDMP-00166-2026-03,KDMP-00166,2026-03,87.1,66.7,100.0,84.6,Sehat,14.4
SKR-KDMP-00166-2026-04,KDMP-00166,2026-04,75.1,81.3,86.3,80.9,Sehat,19.1
SKR-KDMP-00166-2026-05,KDMP-00166,2026-05,78.7,71.2,78.6,76.2,Sehat,29.9
SKR-KDMP-00166-2026-06,KDMP-00166,2026-06,58.0,87.4,72.6,72.7,Sehat,36.4
SKR-KDMP-00166-2026-07,KDMP-00166,2026-07,3.0,13.1,31.6,15.9,Kritis,99.0
SKR-KDMP-00166-2026-08,KDMP-00166,2026-08,15.9,12.9,14.2,14.3,Kritis,98.9
SKR-KDMP-00167-2026-03,KDMP-00167,2026-03,68.6,55.1,94.1,72.6,Sehat,22.9
SKR-KDMP-00167-2026-04,KDMP-00167,2026-04,72.1,90.7,86.9,83.2,Sehat,17.6
SKR-KDMP-00167-2026-05,KDMP-00167,2026-05,68.2,67.2,96.5,77.3,Sehat,16.9
SKR-KDMP-00167-2026-06,KDMP-00167,2026-06,90.7,62.4,83.9,79.0,Sehat,21.7
SKR-KDMP-00167-2026-07,KDMP-00167,2026-07,73.6,69.7,98.6,80.6,Sehat,15.4
SKR-KDMP-00167-2026-08,KDMP-00167,2026-08,83.0,88.9,95.3,89.1,Sehat,8.7
SKR-KDMP-00168-2026-03,KDMP-00168,2026-03,70.8,93.4,91.8,85.3,Sehat,16.5
SKR-KDMP-00168-2026-04,KDMP-00168,2026-04,68.1,67.7,95.8,77.2,Sehat,20.5
SKR-KDMP-00168-2026-05,KDMP-00168,2026-05,83.5,59.6,85.8,76.3,Sehat,28.2
SKR-KDMP-00168-2026-06,KDMP-00168,2026-06,77.1,71.2,99.1,82.5,Sehat,13.0
SKR-KDMP-00168-2026-07,KDMP-00168,2026-07,51.8,18.9,81.4,50.7,Waspada,73.3
SKR-KDMP-00168-2026-08,KDMP-00168,2026-08,36.6,59.6,74.3,56.8,Waspada,70.6
SKR-KDMP-00169-2026-03,KDMP-00169,2026-03,76.5,47.0,84.8,69.4,Waspada,25.5
SKR-KDMP-00169-2026-04,KDMP-00169,2026-04,93.8,57.8,98.5,83.4,Sehat,14.0
SKR-KDMP-00169-2026-05,KDMP-00169,2026-05,60.0,50.3,97.0,69.1,Waspada,26.6
