transaksi_id,koperasi_id,tanggal,jenis_transaksi,nilai_rupiah,kategori_produk
TRX-0002536,KDMP-00146,2026-07-27,Simpan,2323000.0,Saprotan
TRX-0002537,KDMP-00146,2026-07-21,Pembelian,1379000.0,Lainnya
TRX-0002538,KDMP-00146,2026-08-01,Simpan,1077000.0,Sembako
TRX-0002539,KDMP-00146,2026-08-03,Simpan,1075000.0,Simpan Pinjam
TRX-0002540,KDMP-00146,2026-08-12,Pinjam,1898000.0,Saprotan
TRX-0002541,KDMP-00146,2026-08-07,Pembelian,1777000.0,Logistik
TRX-0002542,KDMP-00146,2026-08-10,Simpan,1841000.0,Simpan Pinjam
TRX-0002543,KDMP-00147,2026-06-13,Pembelian,364000.0,Sembako
TRX-0002544,KDMP-00147,2026-06-07,Pembelian,183000.0,Logistik
TRX-0002545,KDMP-00147,2026-07-14,Penjualan,164000.0,Saprotan
TRX-0002546,KDMP-00147,2026-07-29,Penjualan,578000.0,Saprotan
TRX-0002547,KDMP-00147,2026-08-13,Pembelian,477000.0,Sembako
TRX-0002548,KDMP-00147,2026-08-12,Penjualan,472000.0,Logistik
TRX-0002549,KDMP-00148,2026-03-08,Pinjam,664000.0,Lainnya
TRX-0002550,KDMP-00148,2026-03-09,Simpan,2350000.0,Sembako
TRX-0002551,KDMP-00148,2026-03-16,Penjualan,2372000.0,Simpan Pinjam
TRX-0002552,KDMP-00148,2026-03-13,Pinjam,1022000.0,Sembako
TRX-0002553,KDMP-00148,2026-04-14,Pembelian,2358000.0,Sembako
TRX-0002554,KDMP-00148,2026-04-02,Penjualan,1750000.0,Saprotan
TRX-0002555,KDMP-00148,2026-04-24,Pinjam,2069000.0,Simpan Pinjam
TRX-0002556,KDMP-00148,2026-04-01,Simpan,2290000.0,Simpan Pinjam
TRX-0002557,KDMP-00148,2026-04-15,Penjualan,931000.0,Sembako
TRX-0002558,KDMP-00148,2026-05-23,Pinjam,1978000.0,Simpan Pinjam
TRX-0002559,KDMP-00148,2026-05-24,Penjualan,2413000.0,Saprotan
TRX-0002560,KDMP-00148,2026-05-20,Simpan,1437000.0,Logistik
TRX-0002561,KDMP-00148,2026-05-18,Pembelian,2705000.0,Saprotan
TRX-0002562,KDMP-00148,2026-05-12,Pembelian,2255000.0,Saprotan
TRX-0002563,KDMP-00148,2026-05-12,Pinjam,2468000.0,Simpan Pinjam
TRX-0002564,KDMP-00148,2026-06-12,Simpan,1406000.0,Simpan Pinjam
TRX-0002565,KDMP-00148,2026-06-25,Pinjam,2191000.0,Lainnya
TRX-0002566,KDMP-00148,2026-06-14,Penjualan,1271000.0,Lainnya
TRX-0002567,KDMP-00148,2026-06-05,Simpan,921000.0,Saprotan
TRX-0002568,KDMP-00148,2026-07-28,Pembelian,1822000.0,Sembako
TRX-0002569,KDMP-00148,2026-07-30,Pembelian,999000.0,Lainnya
TRX-0002570,KDMP-00148,2026-07-21,Pembelian,995000.0,Lainnya
TRX-0002571,KDMP-00148,2026-07-27,Pembelian,589000.0,Logistik
TRX-0002572,KDMP-00148,2026-08-09,Penjualan,1482000.0,Lainnya
TRX-0002573,KDMP-00148,2026-08-01,Simpan,369000.0,Lainnya
TRX-0002574,KDMP-00148,2026-08-03,Pembelian,1172000.0,Saprotan
TRX-0002575,KDMP-00149,2026-03-26,Simpan,2709000.0,Lainnya
TRX-0002576,KDMP-00149,2026-03-17,Pinjam,3336000.0,Simpan Pinjam
TRX-0002577,KDMP-00149,2026-03-24,Pinjam,2235000.0,Sembako
TRX-0002578,KDMP-00149,2026-03-21,Pinjam,1161000.0,Simpan Pinjam
TRX-0002579,KDMP-00149,2026-03-29,Pembelian,3022000.0,Sembako
TRX-0002580,KDMP-00149,2026-03-17,Penjualan,3202000.0,Logistik
TRX-0002581,KDMP-00149,2026-04-10,Pembelian,2109000.0,Logistik
TRX-0002582,KDMP-00149,2026-04-07,Penjualan,1135000.0,Simpan Pinjam
TRX-0002583,KDMP-00149,2026-04-01,Simpan,441000.0,Sembako
TRX-0002584,KDMP-00149,2026-04-27,Penjualan,897000.0,Sembako
TRX-0002585,KDMP-00149,2026-05-12,Pinjam,1331000.0,Sembako
TRX-0002586,KDMP-00149,2026-05-10,Simpan,1969000.0,Logistik
TRX-0002587,KDMP-00149,2026-05-10,Pinjam,1222000.0,Lainnya
TRX-0002588,KDMP-00149,2026-06-19,Penjualan,1791000.0,Logistik
TRX-0002589,KDMP-00149,2026-06-16,Simpan,2566000.0,Saprotan
TRX-0002590,KDMP-00149,2026-06-23,Pinjam,420000.0,Logistik
TRX-0002591,KDMP-00149,2026-06-25,Penjualan,2058000.0,Logistik
TRX-0002592,KDMP-00149,2026-06-20,Simpan,1912000.0,Logistik
TRX-0002593,KDMP-00149,2026-07-16,Penjualan,425000.0,Logistik
TRX-0002594,KDMP-00149,2026-07-03,Penjualan,897000.0,Simpan Pinjam
TRX-0002595,KDMP-00149,2026-07-23,Penjualan,1940000.0,Logistik
TRX-0002596,KDMP-00149,2026-07-11,Pembelian,1179000.0,Lainnya
TRX-0002597,KDMP-00149,2026-07-02,Simpan,2514000.0,Saprotan
TRX-0002598,KDMP-00149,2026-08-07,Penjualan,616000.0,Sembako
TRX-0002599,KDMP-00149,2026-08-10,Penjualan,1394000.0,Lainnya
TRX-0002600,KDMP-00149,2026-08-09,Pembelian,995000.0,Logistik
TRX-0002601,KDMP-00149,2026-08-10,Pinjam,713000.0,Lainnya
TRX-0002602,KDMP-00150,2026-03-04,Pinjam,256000.0,Simpan Pinjam
TRX-0002603,KDMP-00150,2026-04-02,Simpan,726000.0,Lainnya
TRX-0002604,KDMP-00150,2026-04-04,Pembelian,366000.0,Sembako
TRX-0002605,KDMP-00150,2026-05-13,Pembelian,282000.0,Logistik
TRX-0002606,KDMP-00150,2026-05-06,Pembelian,153000.0,Saprotan
TRX-0002607,KDMP-00150,2026-06-08,Pinjam,888000.0,Sembako
TRX-0002608,KDMP-00150,2026-06-05,Pembelian,256000.0,Lainnya
TRX-0002609,KDMP-00150,2026-06-15,Pinjam,648000.0,Saprotan
TRX-0002610,KDMP-00150,2026-06-14,Penjualan,844000.0,Lainnya
TRX-0002611,KDMP-00150,2026-07-04,Pinjam,785000.0,Logistik
TRX-0002612,KDMP-00150,2026-07-14,Pinjam,220000.0,Sembako
TRX-0002613,KDMP-00150,2026-07-09,Simpan,249000.0,Logistik
TRX-0002614,KDMP-00150,2026-08-03,Penjualan,983000.0,Sembako
TRX-0002615,KDMP-00150,2026-08-10,Pembelian,321000.0,Simpan Pinjam
TRX-0002616,KDMP-00150,2026-08-09,Simpan,574000.0,Lainnya
TRX-0002617,KDMP-00151,2026-03-22,Pembelian,2716000.0,Lainnya
TRX-0002618,KDMP-00151,2026-03-18,Penjualan,1370000.0,Simpan Pinjam
TRX-0002619,KDMP-00151,2026-03-10,Pembelian,861000.0,Logistik
TRX-0002620,KDMP-00151,2026-04-01,Penjualan,1473000.0,Lainnya
TRX-0002621,KDMP-00151,2026-04-19,Penjualan,1819000.0,Saprotan
TRX-0002622,KDMP-00151,2026-04-05,Simpan,2295000.0,Simpan Pinjam
TRX-0002623,KDMP-00151,2026-05-16,Pinjam,987000.0,Logistik
TRX-0002624,KDMP-00151,2026-05-06,Pinjam,1060000.0,Lainnya
TRX-0002625,KDMP-00151,2026-05-18,Penjualan,2268000.0,Simpan Pinjam
TRX-0002626,KDMP-00151,2026-05-28,Pembelian,2365000.0,Sembako
TRX-0002627,KDMP-00151,2026-05-03,Pembelian,1820000.0,Simpan Pinjam
TRX-0002628,KDMP-00151,2026-06-12,Pembelian,2682000.0,Saprotan
TRX-0002629,KDMP-00151,2026-06-25,Pinjam,1512000.0,Sembako
TRX-0002630,KDMP-00151,2026-06-25,Pinjam,2765000.0,Sembako
TRX-0002631,KDMP-00151,2026-06-24,Simpan,935000.0,Logistik
TRX-0002632,KDMP-00151,2026-06-27,Pembelian,1629000.0,Simpan Pinjam
TRX-0002633,KDMP-00151,2026-06-26,Pinjam,1709000.0,Simpan Pinjam
TRX-0002634,KDMP-00151,2026-07-03,Pinjam,1561000.0,Lainnya
TRX-0002635,KDMP-00151,2026-07-03,Penjualan,443000.0,Simpan Pinjam
TRX-0002636,KDMP-00151,2026-07-02,Simpan,2223000.0,Saprotan
TRX-0002637,KDMP-00151,2026-07-15,Simpan,1312000.0,Saprotan
TRX-0002638,KDMP-00151,2026-08-08,Pinjam,3072000.0,Logistik
TRX-0002639,KDMP-00151,2026-08-12,Pembelian,2608000.0,Logistik
TRX-0002640,KDMP-00151,2026-08-12,Pinjam,1405000.0,Saprotan
TRX-0002641,KDMP-00151,2026-08-10,Penjualan,1965000.0,Saprotan
TRX-0002642,KDMP-00151,2026-08-05,Simpan,2241000.0,Lainnya
TRX-0002643,KDMP-00151,2026-08-06,Simpan,1910000.0,Simpan Pinjam
TRX-0002644,KDMP-00152,2026-03-07,Simpan,411000.0,Lainnya
TRX-0002645,KDMP-00152,2026-04-14,Pembelian,146000.0,Lainnya
TRX-0002646,KDMP-00152,2026-06-22,Simpan,99000.0,Lainnya
TRX-0002647,KDMP-00152,2026-08-02,Simpan,141000.0,Simpan Pinjam
TRX-0002648,KDMP-00153,2026-03-21,Pinjam,113000.0,Saprotan
TRX-0002649,KDMP-00153,2026-04-30,Pinjam,262000.0,Lainnya
TRX-0002650,KDMP-00153,2026-05-09,Penjualan,212000.0,Logistik
TRX-0002651,KDMP-00153,2026-06-07,Simpan,47000.0,Logistik
TRX-0002652,KDMP-00153,2026-07-09,Pinjam,164000.0,Simpan Pinjam
TRX-0002653,KDMP-00153,2026-08-08,Penjualan,140000.0,Logistik
TRX-0002654,KDMP-00154,2026-03-06,Penjualan,169000.0,Saprotan
TRX-0002655,KDMP-00154,2026-03-02,Penjualan,509000.0,Sembako
TRX-0002656,KDMP-00154,2026-04-05,Penjualan,422000.0,Logistik
TRX-0002657,KDMP-00154,2026-04-29,Penjualan,232000.0,Sembako
TRX-0002658,KDMP-00154,2026-05-10,Pinjam,561000.0,Simpan Pinjam
TRX-0002659,KDMP-00154,2026-05-20,Simpan,262000.0,Lainnya
TRX-0002660,KDMP-00154,2026-05-08,Pembelian,337000.0,Sembako
TRX-0002661,KDMP-00154,2026-06-06,Pinjam,748000.0,Simpan Pinjam
TRX-0002662,KDMP-00154,2026-06-01,Pembelian,577000.0,Sembako
TRX-0002663,KDMP-00154,2026-06-20,Simpan,600000.0,Logistik
TRX-0002664,KDMP-00154,2026-07-08,Pembelian,779000.0,Logistik
TRX-0002665,KDMP-00154,2026-07-29,Pembelian,603000.0,Simpan Pinjam
TRX-0002666,KDMP-00154,2026-08-05,Pinjam,375000.0,Lainnya
TRX-0002667,KDMP-00154,2026-08-07,Pinjam,906000.0,Simpan Pinjam
TRX-0002668,KDMP-00155,2026-03-15,Pinjam,420000.0,Simpan Pinjam
TRX-0002669,KDMP-00155,2026-03-13,Pinjam,648000.0,Sembako
TRX-0002670,KDMP-00155,2026-04-22,Pinjam,308000.0,Logistik
TRX-0002671,KDMP-00155,2026-04-17,Simpan,751000.0,Saprotan
TRX-0002672,KDMP-00155,2026-05-27,Pinjam,201000.0,Lainnya
TRX-0002673,KDMP-00155,2026-07-22,Pinjam,319000.0,Simpan Pinjam
TRX-0002674,KDMP-00155,2026-07-07,Pembelian,304000.0,Saprotan
TRX-0002675,KDMP-00155,2026-08-05,Pembelian,119000.0,Logistik
TRX-0002676,KDMP-00156,2026-03-22,Pembelian,3522000.0,Sembako
TRX-0002677,KDMP-00156,2026-03-26,Penjualan,1916000.0,Logistik
TRX-0002678,KDMP-00156,2026-03-12,Pinjam,2293000.0,Sembako
TRX-0002679,KDMP-00156,2026-03-24,Pinjam,2038000.0,Logistik
TRX-0002680,KDMP-00156,2026-03-09,Simpan,769000.0,Simpan Pinjam
TRX-0002681,KDMP-00156,2026-03-30,Simpan,1337000.0,Logistik
TRX-0002682,KDMP-00156,2026-03-08,Pembelian,986000.0,Sembako
TRX-0002683,KDMP-00156,2026-04-08,Penjualan,642000.0,Simpan Pinjam
TRX-0002684,KDMP-00156,2026-04-23,Penjualan,783000.0,Saprotan
TRX-0002685,KDMP-00156,2026-04-30,Simpan,742000.0,Logistik
TRX-0002686,KDMP-00156,2026-04-05,Pinjam,964000.0,Saprotan
TRX-0002687,KDMP-00156,2026-04-06,Pembelian,3261000.0,Logistik
TRX-0002688,KDMP-00156,2026-04-17,Penjualan,1481000.0,Simpan Pinjam
TRX-0002689,KDMP-00156,2026-05-26,Pembelian,2015000.0,Saprotan
TRX-0002690,KDMP-00156,2026-05-31,Pinjam,1947000.0,Simpan Pinjam
TRX-0002691,KDMP-00156,2026-05-26,Pembelian,1082000.0,Lainnya
TRX-0002692,KDMP-00156,2026-05-03,Penjualan,2404000.0,Saprotan
TRX-0002693,KDMP-00156,2026-06-25,Pinjam,1665000.0,Lainnya
TRX-0002694,KDMP-00156,2026-06-24,Pembelian,2214000.0,Simpan Pinjam
TRX-0002695,KDMP-00156,2026-06-06,Pembelian,1664000.0,Sembako
TRX-0002696,KDMP-00156,2026-06-06,Simpan,1160000.0,Lainnya
TRX-0002697,KDMP-00156,2026-07-06,Penjualan,1153000.0,Logistik
TRX-0002698,KDMP-00156,2026-07-05,Pembelian,652000.0,Lainnya
TRX-0002699,KDMP-00156,2026-07-19,Simpan,2080000.0,Logistik
TRX-0002700,KDMP-00156,2026-08-12,Pembelian,1307000.0,Simpan Pinjam
TRX-0002701,KDMP-00156,2026-08-13,Penjualan,1201000.0,Sembako
TRX-0002702,KDMP-00157,2026-03-15,Pinjam,124000.0,Logistik
TRX-0002703,KDMP-00157,2026-03-24,Pinjam,464000.0,Lainnya
TRX-0002704,KDMP-00157,2026-04-12,Pinjam,696000.0,Saprotan
TRX-0002705,KDMP-00157,2026-04-14,Pembelian,440000.0,Lainnya
TRX-0002706,KDMP-00157,2026-04-05,Penjualan,644000.0,Simpan Pinjam
TRX-0002707,KDMP-00157,2026-05-04,Pinjam,627000.0,Logistik
TRX-0002708,KDMP-00157,2026-05-12,Penjualan,347000.0,Saprotan
TRX-0002709,KDMP-00157,2026-06-25,Pembelian,317000.0,Logistik
TRX-0002710,KDMP-00157,2026-06-26,Pembelian,812000.0,Saprotan
TRX-0002711,KDMP-00157,2026-07-08,Pinjam,176000.0,Saprotan
TRX-0002712,KDMP-00157,2026-07-15,Pinjam,559000.0,Saprotan
TRX-0002713,KDMP-00157,2026-08-01,Pembelian,337000.0,Simpan Pinjam
TRX-0002714,KDMP-00157,2026-08-02,Simpan,1119000.0,Saprotan
TRX-0002715,KDMP-00157,2026-08-08,Pinjam,258000.0,Logistik
TRX-0002716,KDMP-00157,2026-08-05,Simpan,284000.0,Lainnya
TRX-0002717,KDMP-00158,2026-04-11,Pembelian,65000.0,Saprotan
TRX-0002718,KDMP-00158,2026-07-01,Pembelian,131000.0,Lainnya
TRX-0002719,KDMP-00158,2026-08-13,Pinjam,201000.0,Saprotan
TRX-0002720,KDMP-00159,2026-03-26,Penjualan,1013000.0,Logistik
TRX-0002721,KDMP-00159,2026-03-14,Penjualan,1770000.0,Lainnya
TRX-0002722,KDMP-00159,2026-03-19,Penjualan,1712000.0,Simpan Pinjam
TRX-0002723,KDMP-00159,2026-03-13,Simpan,2109000.0,Logistik
TRX-0002724,KDMP-00159,2026-04-25,Pembelian,679000.0,Sembako
TRX-0002725,KDMP-00159,2026-04-09,Pinjam,1757000.0,Simpan Pinjam
TRX-0002726,KDMP-00159,2026-04-10,Penjualan,446000.0,Simpan Pinjam
TRX-0002727,KDMP-00159,2026-04-19,Pembelian,794000.0,Logistik
TRX-0002728,KDMP-00159,2026-05-19,Simpan,1514000.0,Simpan Pinjam
TRX-0002729,KDMP-00159,2026-05-03,Pembelian,403000.0,Sembako
TRX-0002730,KDMP-00159,2026-05-16,Penjualan,1093000.0,Simpan Pinjam
TRX-0002731,KDMP-00159,2026-05-06,Pinjam,1622000.0,Sembako
TRX-0002732,KDMP-00159,2026-06-11,Simpan,2238000.0,Logistik
TRX-0002733,KDMP-00159,2026-06-09,Simpan,2572000.0,Saprotan
TRX-0002734,KDMP-00159,2026-06-22,Simpan,1577000.0,Lainnya
TRX-0002735,KDMP-00159,2026-06-08,Pembelian,2161000.0,Sembako
TRX-0002736,KDMP-00159,2026-06-09,Simpan,1362000.0,Lainnya
TRX-0002737,KDMP-00159,2026-07-19,Simpan,562000.0,Saprotan
TRX-0002738,KDMP-00159,2026-07-05,Pembelian,713000.0,Simpan Pinjam
TRX-0002739,KDMP-00159,2026-07-08,Pinjam,2832000.0,Simpan Pinjam
TRX-0002740,KDMP-00159,2026-07-23,Simpan,2957000.0,Logistik
TRX-0002741,KDMP-00159,2026-07-14,Simpan,2454000.0,Saprotan
TRX-0002742,KDMP-00159,2026-07-06,Pinjam,643000.0,Sembako
TRX-0002743,KDMP-00159,2026-08-07,Pembelian,2024000.0,Logistik
TRX-0002744,KDMP-00159,2026-08-01,Simpan,2153000.0,Saprotan
TRX-0002745,KDMP-00159,2026-08-04,Pinjam,934000.0,Logistik
TRX-0002746,KDMP-00159,2026-08-07,Pembelian,3714000.0,Logistik
TRX-0002747,KDMP-00159,2026-08-04,Simpan,2005000.0,Simpan Pinjam
TRX-0002748,KDMP-00160,2026-03-20,Simpan,299000.0,Lainnya
TRX-0002749,KDMP-00160,2026-04-03,Penjualan,178000.0,Simpan Pinjam
TRX-0002750,KDMP-00160,2026-05-30,Pembelian,766000.0,Sembako
TRX-0002751,KDMP-00160,2026-05-06,Penjualan,141000.0,Simpan Pinjam
TRX-0002752,KDMP-00160,2026-05-27,Simpan,343000.0,Saprotan
TRX-0002753,KDMP-00160,2026-06-29,Simpan,193000.0,Saprotan
TRX-0002754,KDMP-00160,2026-06-19,Penjualan,241000.0,Sembako
TRX-0002755,KDMP-00160,2026-07-29,Pinjam,860000.0,Logistik
TRX-0002756,KDMP-00160,2026-07-19,Simpan,267000.0,Lainnya
TRX-0002757,KDMP-00160,2026-07-03,Simpan,901000.0,Simpan Pinjam
TRX-0002758,KDMP-00160,2026-08-03,Penjualan,837000.0,Logistik
TRX-0002759,KDMP-00160,2026-08-12,Simpan,642000.0,Sembako
TRX-0002760,KDMP-00160,2026-08-06,Pembelian,472000.0,Logistik
TRX-0002761,KDMP-00161,2026-03-10,Simpan,944000.0,Logistik
TRX-0002762,KDMP-00161,2026-03-30,Pembelian,507000.0,Saprotan
TRX-0002763,KDMP-00161,2026-03-07,Pembelian,710000.0,Logistik
TRX-0002764,KDMP-00161,2026-04-02,Penjualan,159000.0,Simpan Pinjam
TRX-0002765,KDMP-00161,2026-04-15,Pembelian,206000.0,Simpan Pinjam
TRX-0002766,KDMP-00161,2026-05-23,Simpan,776000.0,Lainnya
TRX-0002767,KDMP-00161,2026-05-16,Pinjam,351000.0,Logistik
TRX-0002768,KDMP-00161,2026-06-22,Simpan,577000.0,Simpan Pinjam
TRX-0002769,KDMP-00161,2026-06-21,Penjualan,729000.0,Saprotan
TRX-0002770,KDMP-00161,2026-06-07,Simpan,237000.0,Sembako
TRX-0002771,KDMP-00161,2026-07-27,Pinjam,382000.0,Logistik
TRX-0002772,KDMP-00161,2026-07-13,Simpan,557000.0,Logistik
TRX-0002773,KDMP-00161,2026-08-12,Pinjam,631000.0,Saprotan
TRX-0002774,KDMP-00161,2026-08-13,Pembelian,773000.0,Sembako
TRX-0002775,KDMP-00162,2026-03-14,Penjualan,962000.0,Logistik
TRX-0002776,KDMP-00162,2026-03-11,Pembelian,896000.0,Sembako
TRX-0002777,KDMP-00162,2026-04-16,Simpan,596000.0,Simpan Pinjam
TRX-0002778,KDMP-00162,2026-04-14,Penjualan,770000.0,Sembako
TRX-0002779,KDMP-00162,2026-05-12,Simpan,780000.0,Sembako
TRX-0002780,KDMP-00162,2026-05-25,Pembelian,237000.0,Simpan Pinjam
TRX-0002781,KDMP-00162,2026-05-22,Simpan,271000.0,Lainnya
TRX-0002782,KDMP-00162,2026-06-24,Penjualan,1481000.0,Logistik
TRX-0002783,KDMP-00162,2026-06-19,Simpan,2811000.0,Lainnya
TRX-0002784,KDMP-00162,2026-06-15,Penjualan,2894000.0,Saprotan
TRX-0002785,KDMP-00162,2026-06-14,Penjualan,1223000.0,Logistik
TRX-0002786,KDMP-00162,2026-07-30,Pembelian,3094000.0,Saprotan
TRX-0002787,KDMP-00162,2026-07-08,Pinjam,2825000.0,Saprotan
TRX-0002788,KDMP-00162,2026-07-21,Penjualan,1297000.0,Simpan Pinjam
TRX-0002789,KDMP-00162,2026-07-19,Simpan,2349000.0,Logistik
TRX-0002790,KDMP-00162,2026-07-17,Pembelian,1198000.0,Sembako
TRX-0002791,KDMP-00162,2026-07-27,Pinjam,1073000.0,Simpan Pinjam
TRX-0002792,KDMP-00162,2026-08-02,Simpan,508000.0,Lainnya
TRX-0002793,KDMP-00162,2026-08-09,Pinjam,2440000.0,Sembako
TRX-0002794,KDMP-00162,2026-08-12,Simpan,1652000.0,Lainnya
TRX-0002795,KDMP-00162,2026-08-08,Pembelian,2059000.0,Lainnya
TRX-0002796,KDMP-00162,2026-08-05,Penjualan,2054000.0,Simpan Pinjam
TRX-0002797,KDMP-00163,2026-03-11,Pembelian,2472000.0,Lainnya
TRX-0002798,KDMP-00163,2026-03-01,Pinjam,2802000.0,Sembako
TRX-0002799,KDMP-00163,2026-03-08,Pinjam,1670000.0,Sembako
TRX-0002800,KDMP-00163,2026-03-30,Simpan,876000.0,Simpan Pinjam
TRX-0002801,KDMP-00163,2026-03-22,Simpan,2807000.0,Logistik
TRX-0002802,KDMP-00163,2026-03-14,Pembelian,1092000.0,Simpan Pinjam
TRX-0002803,KDMP-00163,2026-03-25,Simpan,1783000.0,Saprotan
TRX-0002804,KDMP-00163,2026-04-05,Penjualan,736000.0,Sembako
TRX-0002805,KDMP-00163,2026-04-03,Simpan,3541000.0,Simpan Pinjam
TRX-0002806,KDMP-00163,2026-04-15,Simpan,854000.0,Sembako
TRX-0002807,KDMP-00163,2026-04-27,Pinjam,2092000.0,Lainnya
TRX-0002808,KDMP-00163,2026-04-22,Simpan,882000.0,Sembako
TRX-0002809,KDMP-00163,2026-05-13,Pembelian,1211000.0,Lainnya
TRX-0002810,KDMP-00163,2026-05-24,Penjualan,2624000.0,Lainnya
TRX-0002811,KDMP-00163,2026-05-26,Penjualan,2289000.0,Sembako
TRX-0002812,KDMP-00163,2026-06-27,Pembelian,206000.0,Logistik
TRX-0002813,KDMP-00163,2026-06-25,Simpan,682000.0,Sembako
TRX-0002814,KDMP-00163,2026-07-14,Penjualan,525000.0,Lainnya
TRX-0002815,KDMP-00163,2026-07-13,Pembelian,516000.0,Simpan Pinjam
TRX-0002816,KDMP-00163,2026-08-10,Penjualan,293000.0,Simpan Pinjam
TRX-0002817,KDMP-00163,2026-08-13,Pinjam,443000.0,Lainnya
TRX-0002818,KDMP-00164,2026-03-12,Pembelian,500000.0,Sembako
TRX-0002819,KDMP-00164,2026-03-07,Penjualan,226000.0,Lainnya
TRX-0002820,KDMP-00164,2026-03-22,Simpan,531000.0,Saprotan
TRX-0002821,KDMP-00164,2026-04-28,Pinjam,915000.0,Sembako
TRX-0002822,KDMP-00164,2026-04-04,Penjualan,261000.0,Lainnya
TRX-0002823,KDMP-00164,2026-05-18,Simpan,483000.0,Sembako
TRX-0002824,KDMP-00164,2026-05-02,Simpan,529000.0,Simpan Pinjam
TRX-0002825,KDMP-00164,2026-06-28,Penjualan,297000.0,Sembako
TRX-0002826,KDMP-00164,2026-06-22,Pembelian,685000.0,Saprotan
TRX-0002827,KDMP-00164,2026-07-28,Pinjam,292000.0,Sembako
TRX-0002828,KDMP-00164,2026-07-12,Penjualan,714000.0,Logistik
TRX-0002829,KDMP-00164,2026-08-01,Simpan,270000.0,Saprotan
TRX-0002830,KDMP-00165,2026-03-30,Penjualan,857000.0,Saprotan
TRX-0002831,KDMP-00165,2026-03-09,Simpan,251000.0,Saprotan
TRX-0002832,KDMP-00165,2026-04-19,Penjualan,696000.0,Simpan Pinjam
TRX-0002833,KDMP-00165,2026-04-10,Penjualan,223000.0,Lainnya
TRX-0002834,KDMP-00165,2026-05-18,Simpan,405000.0,Sembako
TRX-0002835,KDMP-00165,2026-05-25,Penjualan,892000.0,Saprotan
TRX-0002836,KDMP-00165,2026-05-14,Penjualan,911000.0,Saprotan
TRX-0002837,KDMP-00165,2026-06-04,Penjualan,200000.0,Sembako
TRX-0002838,KDMP-00165,2026-07-12,Pinjam,415000.0,Lainnya
TRX-0002839,KDMP-00165,2026-08-09,Pembelian,330000.0,Sembako
TRX-0002840,KDMP-00166,2026-03-19,Penjualan,2339000.0,Sembako
TRX-0002841,KDMP-00166,2026-03-24,Pembelian,1820000.0,Simpan Pinjam
TRX-0002842,KDMP-00166,2026-03-27,Pembelian,2600000.0,Logistik
TRX-0002843,KDMP-00166,2026-03-17,Simpan,464000.0,Lainnya
TRX-0002844,KDMP-00166,2026-03-25,Pembelian,2765000.0,Logistik
TRX-0002845,KDMP-00166,2026-04-20,Pinjam,1647000.0,Simpan Pinjam
TRX-0002846,KDMP-00166,2026-04-10,Simpan,2762000.0,Simpan Pinjam
TRX-0002847,KDMP-00166,2026-04-19,Pinjam,1576000.0,Lainnya
TRX-0002848,KDMP-00166,2026-04-08,Penjualan,1246000.0,Logistik
TRX-0002849,KDMP-00166,2026-05-04,Pinjam,359000.0,Lainnya
TRX-0002850,KDMP-00166,2026-05-09,Pembelian,798000.0,Lainnya
TRX-0002851,KDMP-00166,2026-05-21,Penjualan,782000.0,Simpan Pinjam
TRX-0002852,KDMP-00166,2026-05-02,Pembelian,662000.0,Simpan Pinjam
TRX-0002853,KDMP-00166,2026-05-24,Penjualan,2078000.0,Logistik
TRX-0002854,KDMP-00166,2026-06-04,Penjualan,846000.0,Simpan Pinjam
TRX-0002855,KDMP-00166,2026-06-27,Penjualan,1713000.0,Logistik
TRX-0002856,KDMP-00166,2026-06-07,Pinjam,513000.0,Simpan Pinjam
TRX-0002857,KDMP-00166,2026-08-07,Simpan,240000.0,Logistik
TRX-0002858,KDMP-00167,2026-03-12,Pembelian,984000.0,Simpan Pinjam
TRX-0002859,KDMP-00167,2026-03-31,Simpan,1756000.0,Logistik
TRX-0002860,KDMP-00167,2026-03-01,Pinjam,553000.0,Logistik
TRX-0002861,KDMP-00167,2026-03-26,Penjualan,852000.0,Logistik
TRX-0002862,KDMP-00167,2026-04-29,Simpan,1486000.0,Simpan Pinjam
TRX-0002863,KDMP-00167,2026-04-06,Pinjam,1145000.0,Sembako
TRX-0002864,KDMP-00167,2026-04-25,Penjualan,1642000.0,Lainnya
TRX-0002865,KDMP-00167,2026-04-10,Pembelian,1593000.0,Logistik
TRX-0002866,KDMP-00167,2026-05-31,Pinjam,2351000.0,Saprotan
TRX-0002867,KDMP-00167,2026-05-08,Pinjam,744000.0,Simpan Pinjam
TRX-0002868,KDMP-00167,2026-05-08,Pinjam,405000.0,Logistik
TRX-0002869,KDMP-00167,2026-05-31,Pembelian,882000.0,Sembako
TRX-0002870,KDMP-00167,2026-06-23,Penjualan,1635000.0,Saprotan
TRX-0002871,KDMP-00167,2026-06-17,Simpan,2457000.0,Logistik
TRX-0002872,KDMP-00167,2026-06-19,Penjualan,421000.0,Simpan Pinjam
TRX-0002873,KDMP-00167,2026-06-09,Pembelian,2546000.0,Lainnya
TRX-0002874,KDMP-00167,2026-06-19,Pembelian,2442000.0,Logistik
TRX-0002875,KDMP-00167,2026-07-01,Simpan,900000.0,Lainnya
TRX-0002876,KDMP-00167,2026-07-11,Penjualan,1705000.0,Logistik
TRX-0002877,KDMP-00167,2026-07-04,Simpan,1032000.0,Logistik
TRX-0002878,KDMP-00167,2026-07-26,Simpan,1204000.0,Lainnya
