kabupaten_kota,kecamatan,desa,dimensi_sosial,dimensi_ekonomi,dimensi_lingkungan,skor_idm,status_idm
Kab. Kupang,Semau,Otan,0.7086,0.5333,0.6667,0.6362,Berkembang
Kab. Kupang,Semau,Uitao,0.7486,0.4667,0.6667,0.6273,Berkembang
Kab. Kupang,Semau,Uiasa,0.7771,0.55,0.5333,0.6202,Berkembang
Kab. Kupang,Semau,Hansisi,0.7771,0.5833,0.8,0.7202,Maju
Kab. Kupang,Semau,Huilelot,0.7371,0.4833,0.6667,0.629,Berkembang
Kab. Kupang,Semau,Batuinan,0.6514,0.3667,0.6667,0.5616,Tertinggal
Kab. Kupang,Semau,Letbaun,0.7257,0.4833,0.6667,0.6252,Berkembang
Kab. Kupang,Kupang Barat,Manulai I,0.7543,0.4667,0.6667,0.6292,Berkembang
Kab. Kupang,Kupang Barat,Sumlili,0.76,0.6667,0.6667,0.6978,Berkembang
Kab. Kupang,Kupang Barat,Lifuleo,0.6914,0.55,0.8667,0.7027,Berkembang
Kab. Kupang,Kupang Barat,Tesabela,0.84,0.5333,0.6667,0.68,Berkembang
Kab. Kupang,Kupang Barat,Oematnunu,0.7543,0.4833,0.9333,0.7237,Maju
Kab. Kupang,Kupang Barat,Kuanheun,0.8343,0.4833,0.9333,0.7503,Maju
Kab. Kupang,Kupang Barat,Nitneo,0.8114,0.7833,0.8,0.7983,Maju
Kab. Kupang,Kupang Barat,Bolok,0.8686,0.65,0.8667,0.7951,Maju
Kab. Kupang,Kupang Barat,Tablolong,0.7086,0.7,0.6667,0.6917,Berkembang
Kab. Kupang,Kupang Barat,Oenaek,0.7543,0.6,0.7333,0.6959,Berkembang
Kab. Kupang,Kupang Timur,Nunkurus,0.7143,0.45,0.8667,0.677,Berkembang
Kab. Kupang,Kupang Timur,Tuapukan,0.68,0.7167,0.8667,0.7544,Maju
Kab. Kupang,Kupang Timur,Oefafi,0.8286,0.7,0.6,0.7095,Maju
Kab. Kupang,Kupang Timur,Pukdale,0.6514,0.4333,0.8667,0.6505,Berkembang
Kab. Kupang,Kupang Timur,Oesao,0.7429,0.7,0.7333,0.7254,Maju
Kab. Kupang,Kupang Timur,Manusak,0.7314,0.85,0.9333,0.8383,Mandiri
Kab. Kupang,Kupang Timur,Tanah Putih,0.6686,0.7833,0.8,0.7506,Maju
Kab. Kupang,Kupang Timur,Oelatimo,0.7371,0.6167,0.5333,0.629,Berkembang
Kab. Kupang,Sulamu,Pitai,0.7143,0.5333,0.6,0.6159,Berkembang
Kab. Kupang,Sulamu,Pariti,0.68,0.4333,0.7333,0.6156,Berkembang
Kab. Kupang,Sulamu,Oeteta,0.7029,0.6,0.6667,0.6565,Berkembang
Kab. Kupang,Sulamu,Bipolo,0.6914,0.45,0.5333,0.5583,Tertinggal
Kab. Kupang,Sulamu,Pantai Beringin,0.68,0.4,0.5333,0.5378,Tertinggal
Kab. Kupang,Sulamu,Pantulan,0.6514,0.3667,0.7333,0.5838,Tertinggal
Kab. Kupang,Kupang Tengah,Oelnasi,0.8171,0.45,0.6667,0.6446,Berkembang
Kab. Kupang,Kupang Tengah,Noelbaki,0.8914,0.7167,0.6,0.736,Maju
Kab. Kupang,Kupang Tengah,Oelpuah,0.7714,0.6,0.6667,0.6794,Berkembang
Kab. Kupang,Kupang Tengah,Oebelo,0.8343,0.7667,0.6667,0.7559,Maju
Kab. Kupang,Kupang Tengah,Penfui Timur,0.8114,0.6,0.6667,0.6927,Berkembang
Kab. Kupang,Kupang Tengah,Tanah Merah,0.7314,0.6333,0.6667,0.6771,Berkembang
Kab. Kupang,Kupang Tengah,Mata Air,0.8629,0.7333,0.6,0.7321,Maju
Kab. Kupang,Amarasi,Oesena,0.8286,0.5167,0.8667,0.7373,Maju
Kab. Kupang,Amarasi,Ponain,0.8057,0.6833,0.9333,0.8075,Maju
Kab. Kupang,Amarasi,Kotabes,0.7543,0.6167,0.6,0.657,Berkembang
Kab. Kupang,Amarasi,Tesbatan,0.9029,0.7667,0.6,0.7565,Maju
Kab. Kupang,Amarasi,Oenoni,0.7429,0.65,0.6667,0.6865,Berkembang
Kab. Kupang,Amarasi,Apren,0.7029,0.55,0.8,0.6843,Berkembang
Kab. Kupang,Amarasi,Oenoni Ii,0.7943,0.5833,0.6667,0.6814,Berkembang
Kab. Kupang,Amarasi,Tesbatan Ii,0.8286,0.55,0.5333,0.6373,Berkembang
Kab. Kupang,Fatuleu,Camplong Ii,0.76,0.6,0.5333,0.6311,Berkembang
Kab. Kupang,Fatuleu,Naunnu,0.6571,0.4667,0.8667,0.6635,Berkembang
Kab. Kupang,Fatuleu,Oebola,0.6457,0.3333,0.6667,0.5486,Tertinggal
Kab. Kupang,Fatuleu,Sillu,0.6629,0.4167,0.6,0.5598,Tertinggal
Kab. Kupang,Fatuleu,Ekateta,0.6686,0.3833,0.6,0.5506,Tertinggal
Kab. Kupang,Fatuleu,Kuimasi,0.7771,0.7333,0.3333,0.6146,Berkembang
Kab. Kupang,Fatuleu,Tolnaku,0.6571,0.3333,0.8667,0.619,Berkembang
Kab. Kupang,Fatuleu,Oebola Dalam,0.6743,0.3667,0.6,0.547,Tertinggal
Kab. Kupang,Fatuleu,Kiuoni,0.6343,0.3,0.6,0.5114,Tertinggal
Kab. Kupang,Takari,Noelmina,0.8114,0.6667,0.3333,0.6038,Berkembang
Kab. Kupang,Takari,Benu,0.7029,0.5,0.5333,0.5787,Tertinggal
Kab. Kupang,Takari,Hueknutu,0.6571,0.45,0.4667,0.5246,Tertinggal
Kab. Kupang,Takari,Oelnaineno,0.7371,0.45,0.5333,0.5735,Tertinggal
Kab. Kupang,Takari,Tanini,0.8171,0.55,0.6,0.6557,Berkembang
Kab. Kupang,Takari,Kauniki,0.6629,0.5167,0.6,0.5932,Tertinggal
Kab. Kupang,Takari,Tuapanaf,0.6743,0.3667,0.5333,0.5248,Tertinggal
Kab. Kupang,Takari,Fatukona,0.7029,0.4,0.5333,0.5454,Tertinggal
Kab. Kupang,Takari,Oesusu,0.8457,0.5667,0.6,0.6708,Berkembang
Kab. Kupang,Amfoang Selatan,Fatusuki,0.5657,0.2833,0.6667,0.5052,Tertinggal
Kab. Kupang,Amfoang Selatan,Oelbanu,0.6114,0.4667,0.6667,0.5816,Tertinggal
Kab. Kupang,Amfoang Selatan,Fatumetan,0.6743,0.2167,0.6667,0.5192,Tertinggal
Kab. Kupang,Amfoang Selatan,Oh'Aem,0.7943,0.3833,0.6,0.5925,Tertinggal
Kab. Kupang,Amfoang Selatan,Leloboko,0.7086,0.4,0.8,0.6362,Berkembang
Kab. Kupang,Amfoang Selatan,Oh'Aem Ii,0.7086,0.45,0.6667,0.6084,Berkembang
Kab. Kupang,Amfoang Utara,Afoan,0.7486,0.4167,0.6667,0.6106,Berkembang
Kab. Kupang,Amfoang Utara,Fatunaus,0.72,0.4667,0.6,0.5956,Tertinggal
Kab. Kupang,Amfoang Utara,Kolabe,0.72,0.4667,0.6,0.5956,Tertinggal
Kab. Kupang,Amfoang Utara,Bakuin,0.6629,0.5167,0.6,0.5932,Tertinggal
Kab. Kupang,Amfoang Utara,Lilmus,0.7371,0.4167,0.6,0.5846,Tertinggal
Kab. Kupang,Nekamese,Oelomin,0.72,0.6167,0.8667,0.7344,Maju
Kab. Kupang,Nekamese,Tasikona,0.7257,0.35,0.8667,0.6475,Berkembang
Kab. Kupang,Nekamese,Oemasi,0.8,0.45,0.8667,0.7056,Berkembang
Kab. Kupang,Nekamese,Usapi Sonbai,0.8057,0.5333,0.6667,0.6686,Berkembang
Kab. Kupang,Nekamese,Oenif,0.7086,0.5333,0.6,0.614,Berkembang
Kab. Kupang,Nekamese,Tunfeu,0.8971,0.5833,0.6667,0.7157,Maju
Kab. Kupang,Nekamese,Oepaha,0.6971,0.5333,0.6,0.6102,Berkembang
Kab. Kupang,Nekamese,Bone,0.7371,0.6,0.6667,0.6679,Berkembang
Kab. Kupang,Nekamese,Taloetan,0.7486,0.4333,0.6667,0.6162,Berkembang
Kab. Kupang,Nekamese,Oben,0.8286,0.6667,0.6667,0.7206,Maju
Kab. Kupang,Nekamese,Bismarak,0.8229,0.5833,0.8667,0.7576,Maju
Kab. Kupang,Amarasi Barat,Soba,0.6114,0.6833,0.6667,0.6538,Berkembang
Kab. Kupang,Amarasi Barat,Toobaun,0.7429,0.5333,0.6667,0.6476,Berkembang
Kab. Kupang,Amarasi Barat,Niukbaun,0.7829,0.6,0.5333,0.6387,Berkembang
Kab. Kupang,Amarasi Barat,Tunbaun,0.76,0.5,0.6667,0.6422,Berkembang
Kab. Kupang,Amarasi Barat,Nekbaun,0.7543,0.55,0.5333,0.6125,Berkembang
Kab. Kupang,Amarasi Barat,Merbaun,0.8114,0.3667,0.6667,0.6149,Berkembang
Kab. Kupang,Amarasi Barat,Erbaun,0.6457,0.2667,0.6667,0.5263,Tertinggal
Kab. Kupang,Amarasi Selatan,Nekmese,0.7543,0.4667,0.8667,0.6959,Berkembang
Kab. Kupang,Amarasi Selatan,Retraen,0.7657,0.4167,0.9333,0.7052,Berkembang
Kab. Kupang,Amarasi Selatan,Sahraen,0.8171,0.4167,0.8667,0.7002,Berkembang
Kab. Kupang,Amarasi Timur,Oebesi,0.6229,0.5667,0.6,0.5965,Tertinggal
Kab. Kupang,Amarasi Timur,Pakubaun,0.6971,0.45,0.8,0.649,Berkembang
Kab. Kupang,Amarasi Timur,Rabeka,0.7257,0.4167,0.5333,0.5586,Tertinggal
Kab. Kupang,Amarasi Timur,Enoraen,0.6514,0.4833,0.6667,0.6005,Berkembang
Kab. Kupang,Amabi Oefeto Timur,Seki,0.5829,0.3333,0.3333,0.4165,Sangat Tertinggal
Kab. Kupang,Amabi Oefeto Timur,Oemofa,0.6971,0.6,0.6667,0.6546,Berkembang
Kab. Kupang,Amabi Oefeto Timur,Nunmafo,0.6914,0.45,0.6667,0.6027,Berkembang
Kab. Kupang,Amabi Oefeto Timur,Muke,0.6229,0.3833,0.3333,0.4465,Sangat Tertinggal
Kab. Kupang,Amabi Oefeto Timur,Pathau,0.6229,0.4,0.6,0.541,Tertinggal
Kab. Kupang,Amabi Oefeto Timur,Oeniko,0.6114,0.4833,0.6,0.5649,Tertinggal
Kab. Kupang,Amabi Oefeto Timur,Oenuntono,0.6971,0.3167,0.6667,0.5602,Tertinggal
Kab. Kupang,Amabi Oefeto Timur,Oemolo,0.5943,0.3,0.6,0.4981,Tertinggal
Kab. Kupang,Amabi Oefeto Timur,Enolanan,0.5314,0.4833,0.5333,0.516,Tertinggal
Kab. Kupang,Amabi Oefeto Timur,Oenaunu,0.6057,0.4333,0.6,0.5463,Tertinggal
Kab. Kupang,Amfoang Barat Daya,Manubelon,0.7829,0.5333,0.5333,0.6165,Berkembang
Kab. Kupang,Amfoang Barat Daya,Letkole,0.6686,0.3,0.5333,0.5006,Tertinggal
Kab. Kupang,Amfoang Barat Daya,Nefoneut,0.76,0.4667,0.6667,0.6311,Berkembang
Kab. Kupang,Amfoang Barat Daya,Bioba Baru,0.7143,0.3833,0.6,0.5659,Tertinggal
Kab. Kupang,Amfoang Barat Laut,Soliu,0.6229,0.75,0.7333,0.7021,Berkembang
Kab. Kupang,Amfoang Barat Laut,Saukibe,0.7086,0.45,0.5333,0.564,Tertinggal
Kab. Kupang,Amfoang Barat Laut,Oelfatu,0.72,0.6833,0.5333,0.6456,Berkembang
Kab. Kupang,Amfoang Barat Laut,Timau,0.7314,0.35,0.4667,0.516,Tertinggal
Kab. Kupang,Amfoang Barat Laut,Honuk,0.6914,0.4833,0.3333,0.5027,Tertinggal
Kab. Kupang,Amfoang Barat Laut,Faumes,0.6114,0.5333,0.3333,0.4927,Tertinggal
Kab. Kupang,Semau Selatan,Akle,0.7543,0.5333,0.6667,0.6514,Berkembang
Kab. Kupang,Semau Selatan,Uitiuh Ana,0.7486,0.5833,0.6667,0.6662,Berkembang
Kab. Kupang,Semau Selatan,Onansila,0.6571,0.5,0.6667,0.6079,Berkembang
Kab. Kupang,Semau Selatan,Uitiuh Tuan,0.7429,0.6,0.5333,0.6254,Berkembang
Kab. Kupang,Semau Selatan,Naikean,0.6686,0.5333,0.6667,0.6229,Berkembang
Kab. Kupang,Semau Selatan,Uiboa,0.6629,0.4833,0.6667,0.6043,Berkembang
Kab. Kupang,Taebenu,Oeltuah,0.8229,0.65,0.4667,0.6465,Berkembang
Kab. Kupang,Taebenu,Baumata,0.7943,0.6667,0.5333,0.6648,Berkembang
Kab. Kupang,Taebenu,Kuaklalo,0.8171,0.3833,0.6667,0.6224,Berkembang
Kab. Kupang,Taebenu,Oeletsala,0.7486,0.4333,0.6667,0.6162,Berkembang
Kab. Kupang,Taebenu,Bokong,0.7714,0.5333,0.5333,0.6127,Berkembang
Kab. Kupang,Taebenu,Baumata Utara,0.8057,0.5333,0.5333,0.6241,Berkembang
Kab. Kupang,Taebenu,Baumata Timur,0.8571,0.6333,0.6,0.6968,Berkembang
Kab. Kupang,Taebenu,Baumata Barat,0.8457,0.65,0.6,0.6986,Berkembang
Kab. Kupang,Amabi Oefeto,Fatukanutu,0.6629,0.6,0.6,0.621,Berkembang
Kab. Kupang,Amabi Oefeto,Kairane,0.7257,0.4667,0.6,0.5975,Tertinggal
Kab. Kupang,Amabi Oefeto,Raknamo,0.7486,0.5333,0.6667,0.6495,Berkembang
Kab. Kupang,Amabi Oefeto,Kuanheum,0.6857,0.3833,0.5333,0.5341,Tertinggal
Kab. Kupang,Amabi Oefeto,Fatuteta,0.6857,0.55,0.6,0.6119,Berkembang
Kab. Kupang,Amabi Oefeto,Oefeto,0.7143,0.4,0.6,0.5714,Tertinggal
Kab. Kupang,Amabi Oefeto,Niunbaun,0.5429,0.4,0.6,0.5143,Tertinggal
Kab. Kupang,Amfoang Timur,Nunuanah,0.7143,0.3833,0.7333,0.6103,Berkembang
Kab. Kupang,Amfoang Timur,Kifu,0.7429,0.45,0.6667,0.6198,Berkembang
Kab. Kupang,Amfoang Timur,Netemnanu Selatan,0.6743,0.6167,0.6667,0.6525,Berkembang
Kab. Kupang,Amfoang Timur,Netemnanu Utara,0.7314,0.55,0.8667,0.716,Maju
Kab. Kupang,Amfoang Timur,Netemnanu,0.7086,0.4667,0.9333,0.7029,Berkembang
Kab. Kupang,Fatuleu Barat,Poto,0.6514,0.4667,0.6667,0.5949,Tertinggal
Kab. Kupang,Fatuleu Barat,Nuataus,0.5886,0.3833,0.5333,0.5017,Tertinggal
Kab. Kupang,Fatuleu Barat,Kalali,0.5714,0.5167,0.6,0.5627,Tertinggal
Kab. Kupang,Fatuleu Barat,Tuakau,0.6514,0.4833,0.5333,0.556,Tertinggal
Kab. Kupang,Fatuleu Barat,Naitae,0.6286,0.4167,0.5333,0.5262,Tertinggal
Kab. Kupang,Fatuleu Tengah,Oelbiteno,0.5771,0.4667,0.6,0.5479,Tertinggal
Kab. Kupang,Fatuleu Tengah,Nonbaun,0.5771,0.3167,0.7333,0.5424,Tertinggal
Kab. Kupang,Fatuleu Tengah,Nunsaen,0.7829,0.5333,0.8,0.7054,Berkembang
Kab. Kupang,Fatuleu Tengah,Passi,0.6457,0.3167,0.6,0.5208,Tertinggal
Kab. Kupang,Amfoang Tengah,Fatumonas,0.6686,0.6333,0.6,0.634,Berkembang
Kab. Kupang,Amfoang Tengah,Binafun,0.6571,0.4,0.6,0.5524,Tertinggal
Kab. Kupang,Amfoang Tengah,Bitobe,0.5886,0.4,0.6,0.5295,Tertinggal
Kab. Kupang,Amfoang Tengah,Bonmuti,0.6857,0.3667,0.6,0.5508,Tertinggal
Kab. Sumba Timur,Kota Waingapu,Lukukamaru,0.6971,0.3667,0.6667,0.5768,Tertinggal
Kab. Sumba Timur,Kota Waingapu,Mbatakapidu,0.8057,0.45,0.6,0.6186,Berkembang
Kab. Sumba Timur,Kota Waingapu,Pambotandjara,0.7829,0.6667,0.6667,0.7054,Berkembang
Kab. Sumba Timur,Haharu,Rambangaru,0.8914,0.6333,0.8,0.7749,Maju
Kab. Sumba Timur,Haharu,Praibakul,0.8171,0.5667,0.6667,0.6835,Berkembang
Kab. Sumba Timur,Haharu,Wunga,0.7771,0.5333,0.6667,0.659,Berkembang
Kab. Sumba Timur,Haharu,Kadahang,0.7543,0.6333,0.8667,0.7514,Maju
Kab. Sumba Timur,Haharu,Napu,0.7886,0.5,0.6,0.6295,Berkembang
Kab. Sumba Timur,Haharu,Mbatapuhu,0.6,0.4,0.6667,0.5556,Tertinggal
Kab. Sumba Timur,Haharu,Kalamba,0.6914,0.3833,0.6,0.5583,Tertinggal
Kab. Sumba Timur,Lewa,Kambuhapang,0.7371,0.5833,0.6667,0.6624,Berkembang
Kab. Sumba Timur,Lewa,Kambata Wundut,0.8114,0.4667,0.6667,0.6483,Berkembang
Kab. Sumba Timur,Lewa,Kondamara,0.7429,0.4,0.6667,0.6032,Berkembang
Kab. Sumba Timur,Lewa,Matawai Pawali,0.8343,0.45,0.7333,0.6725,Berkembang
Kab. Sumba Timur,Lewa,Rakawatu,0.68,0.4,0.6667,0.5822,Tertinggal
Kab. Sumba Timur,Lewa,Tana Rara,0.76,0.5833,0.6667,0.67,Berkembang
Kab. Sumba Timur,Lewa,Bidi Hunga,0.7314,0.45,0.6667,0.616,Berkembang
Kab. Sumba Timur,Nggaha Ori Angu,Makamenggit,0.9086,0.7,0.8,0.8029,Maju
Kab. Sumba Timur,Nggaha Ori Angu,Tandula Jangga,0.8057,0.55,0.6,0.6519,Berkembang
Kab. Sumba Timur,Nggaha Ori Angu,Praipaha,0.8,0.6667,0.8667,0.7778,Maju
Kab. Sumba Timur,Nggaha Ori Angu,Praihambuli,0.7543,0.8,0.5333,0.6959,Berkembang
Kab. Sumba Timur,Nggaha Ori Angu,Pulu Panjang,0.7429,0.6333,0.7333,0.7032,Berkembang
Kab. Sumba Timur,Nggaha Ori Angu,Praikarang,0.8229,0.6,0.6667,0.6965,Berkembang
Kab. Sumba Timur,Nggaha Ori Angu,Tanatuku,0.8629,0.6333,0.6667,0.721,Maju
Kab. Sumba Timur,Nggaha Ori Angu,Ngadulanggi,0.72,0.6167,0.5333,0.6233,Berkembang
Kab. Sumba Timur,Tabundung,Billa,0.8686,0.7333,0.8,0.8006,Maju
Kab. Sumba Timur,Tabundung,Karita,0.7829,0.5333,0.8667,0.7276,Maju
Kab. Sumba Timur,Tabundung,Kuki Talu,0.7543,0.5667,0.6,0.6403,Berkembang
Kab. Sumba Timur,Tabundung,Tapil,0.6971,0.3667,0.6,0.5546,Tertinggal
Kab. Sumba Timur,Tabundung,Tarimbang,0.76,0.6667,0.6,0.6756,Berkembang
Kab. Sumba Timur,Tabundung,Waikanabu,0.68,0.6167,0.6,0.6322,Berkembang
Kab. Sumba Timur,Tabundung,Pindu Hurani,0.6743,0.3333,0.7333,0.5803,Tertinggal
Kab. Sumba Timur,Tabundung,Praing Kareha,0.7029,0.6167,0.7333,0.6843,Berkembang
Kab. Sumba Timur,Tabundung,Wudi Pandak,0.6743,0.3667,0.5333,0.5248,Tertinggal
Kab. Sumba Timur,Tabundung,Bangga Watu,0.7771,0.7167,0.7333,0.7424,Maju
Kab. Sumba Timur,Pinu Pahar,Ramuk,0.5943,0.3833,0.6667,0.5481,Tertinggal
Kab. Sumba Timur,Pinu Pahar,Wangga Mbewa,0.6343,0.3667,0.7333,0.5781,Tertinggal
Kab. Sumba Timur,Pinu Pahar,Lailunggi,0.7829,0.4167,0.8667,0.6887,Berkembang
Kab. Sumba Timur,Pinu Pahar,Tawui,0.7943,0.4833,0.8,0.6925,Berkembang
Kab. Sumba Timur,Pinu Pahar,Wahang,0.6971,0.4167,0.7333,0.6157,Berkembang
Kab. Sumba Timur,Pinu Pahar,Mahaniwa,0.68,0.35,0.7333,0.5878,Tertinggal
Kab. Sumba Timur,Pandawai,Kambatatana,0.7886,0.7,0.6667,0.7184,Maju
Kab. Sumba Timur,Pandawai,Palaka Hembi,0.7543,0.7833,0.7333,0.757,Maju
Kab. Sumba Timur,Pandawai,Kadumbul,0.7429,0.7333,0.6667,0.7143,Maju
Kab. Sumba Timur,Pandawai,Maubokul,0.7086,0.6167,0.6667,0.664,Berkembang
Kab. Sumba Timur,Pandawai,Laindeha,0.76,0.6833,0.7333,0.7256,Maju
Kab. Sumba Timur,Umalulu,Umalulu,0.7943,0.4167,0.6667,0.6259,Berkembang
Kab. Sumba Timur,Umalulu,Patawang,0.8057,0.5667,0.8,0.7241,Maju
Kab. Sumba Timur,Umalulu,Wanga,0.8457,0.75,0.6,0.7319,Maju
Kab. Sumba Timur,Umalulu,Matawai Atu,0.8,0.6,0.8,0.7333,Maju
Kab. Sumba Timur,Umalulu,Mutunggeding,0.8686,0.6667,0.6,0.7117,Maju
Kab. Sumba Timur,Umalulu,Lairuru,0.7771,0.4833,0.8667,0.709,Maju
Kab. Sumba Timur,Umalulu,Watuhadang,0.7429,0.6,0.8,0.7143,Maju
Kab. Sumba Timur,Umalulu,Watupuda,0.7943,0.45,0.8,0.6814,Berkembang
Kab. Sumba Timur,Umalulu,Ngaru Kanoru,0.7486,0.5,0.8,0.6829,Berkembang
Kab. Sumba Timur,Rindi,Rindi,0.6514,0.35,0.7333,0.5783,Tertinggal
Kab. Sumba Timur,Rindi,Tanaraing,0.7829,0.3167,0.8667,0.6554,Berkembang
Kab. Sumba Timur,Rindi,Haikatapu,0.7543,0.5667,0.6667,0.6625,Berkembang
Kab. Sumba Timur,Rindi,Kabaru,0.7143,0.6833,0.4667,0.6214,Berkembang
Kab. Sumba Timur,Rindi,Hanggaroru,0.7086,0.4333,0.6667,0.6029,Berkembang
Kab. Sumba Timur,Rindi,Lailanjang,0.7257,0.2667,0.6667,0.553,Tertinggal
Kab. Sumba Timur,Rindi,Tamburi,0.7657,0.45,0.6,0.6052,Berkembang
Kab. Sumba Timur,Rindi,Kayuri,0.8343,0.5667,0.6,0.667,Berkembang
Kab. Sumba Timur,Pahunga Lodu,Kaliuda,0.9143,0.8833,1,0.9325,Mandiri
Kab. Sumba Timur,Pahunga Lodu,Kuruwaki,0.7543,0.6333,0.6,0.6625,Berkembang
Kab. Sumba Timur,Pahunga Lodu,Tana Manang,0.8,0.8167,0.6667,0.7611,Maju
Kab. Sumba Timur,Pahunga Lodu,Mburukulu,0.7886,0.7167,0.6667,0.724,Maju
Kab. Sumba Timur,Pahunga Lodu,Pamburu,0.7943,0.5333,0.6667,0.6648,Berkembang
Kab. Sumba Timur,Pahunga Lodu,Lambakara,0.8229,0.6833,0.6667,0.7243,Maju
Kab. Sumba Timur,Pahunga Lodu,Tamma,0.8571,0.5667,0.5333,0.6524,Berkembang
Kab. Sumba Timur,Pahunga Lodu,Palanggai,0.6971,0.4,0.8667,0.6546,Berkembang
Kab. Sumba Timur,Wulla Waijelu,Wulla,0.7371,0.7,0.6667,0.7013,Berkembang
Kab. Sumba Timur,Wulla Waijelu,Hadakamali,0.8114,0.8,0.8,0.8038,Maju
Kab. Sumba Timur,Wulla Waijelu,Lumbu Manggit,0.7771,0.6,0.6667,0.6813,Berkembang
Kab. Sumba Timur,Wulla Waijelu,Latena,0.8,0.55,0.8,0.7167,Maju
Kab. Sumba Timur,Wulla Waijelu,Lainjanji,0.7429,0.5667,0.8,0.7032,Berkembang
Kab. Sumba Timur,Wulla Waijelu,Laipandak,0.7429,0.4333,0.8,0.6587,Berkembang
Kab. Sumba Timur,Wulla Waijelu,Paranda,0.8057,0.55,0.8,0.7186,Maju
Kab. Sumba Timur,Paberiwai,Kananggar,0.8114,0.6667,0.7333,0.7371,Maju
Kab. Sumba Timur,Paberiwai,Mehang Mata,0.6686,0.5,0.5333,0.5673,Tertinggal
Kab. Sumba Timur,Paberiwai,Karera Jangga,0.6229,0.3667,0.6667,0.5521,Tertinggal
Kab. Sumba Timur,Paberiwai,Praimbana,0.6514,0.45,0.5333,0.5449,Tertinggal
Kab. Sumba Timur,Paberiwai,Pabera Manera,0.7486,0.5333,0.6,0.6273,Berkembang
Kab. Sumba Timur,Paberiwai,Winumuru,0.64,0.4667,0.5333,0.5467,Tertinggal
Kab. Sumba Timur,Paberiwai,Laitaku,0.8057,0.3333,0.9333,0.6908,Berkembang
Kab. Sumba Timur,Karera,Nggongi,0.7086,0.6667,0.6,0.6584,Berkembang
Kab. Sumba Timur,Karera,Praimadita,0.7314,0.5167,0.6,0.616,Berkembang
Kab. Sumba Timur,Karera,Praisalura,0.6686,0.3167,0.6667,0.5506,Tertinggal
Kab. Sumba Timur,Karera,Tandula Jangga,0.7314,0.45,0.8,0.6605,Berkembang
Kab. Sumba Timur,Karera,Nangga,0.6629,0.4333,0.8,0.6321,Berkembang
Kab. Sumba Timur,Karera,Janggamangu,0.6343,0.4833,0.8,0.6392,Berkembang
Kab. Sumba Timur,Karera,Ananjaki,0.7029,0.5,0.6,0.601,Berkembang
Kab. Sumba Timur,Kahaungu Eti,Kamanggih,0.7143,0.7667,0.6667,0.7159,Maju
Kab. Sumba Timur,Kahaungu Eti,Kambatabundung,0.6971,0.4333,0.6667,0.599,Berkembang
Kab. Sumba Timur,Kahaungu Eti,Meurumba,0.7143,0.35,0.6,0.5548,Tertinggal
Kab. Sumba Timur,Kahaungu Eti,Laimbonga,0.64,0.45,0.5333,0.5411,Tertinggal
Kab. Sumba Timur,Kahaungu Eti,Kota Kawau,0.7314,0.5333,0.5333,0.5994,Berkembang
Kab. Sumba Timur,Kahaungu Eti,Matawai Katingga,0.7429,0.4667,0.5333,0.581,Tertinggal
Kab. Sumba Timur,Kahaungu Eti,Kataka,0.8286,0.5,0.6,0.6429,Berkembang
Kab. Sumba Timur,Kahaungu Eti,Matawai Maringgu,0.64,0.45,0.5333,0.5411,Tertinggal
Kab. Sumba Timur,Kahaungu Eti,Mauramba,0.6171,0.45,0.5333,0.5335,Tertinggal
Kab. Sumba Timur,Matawai La Pawu,Prai Bakul,0.8743,0.6167,0.6667,0.7192,Maju
Kab. Sumba Timur,Matawai La Pawu,Katikutana,0.8686,0.5167,0.7333,0.7062,Berkembang
Kab. Sumba Timur,Matawai La Pawu,Karipi,0.7714,0.5333,0.6,0.6349,Berkembang
Kab. Sumba Timur,Matawai La Pawu,Wangga Meti,0.6629,0.2833,0.8667,0.6043,Berkembang
Kab. Sumba Timur,Matawai La Pawu,Katiku Wai,0.7029,0.4167,0.8,0.6398,Berkembang
Kab. Sumba Timur,Matawai La Pawu,Katiku Luku,0.7029,0.55,0.6667,0.6398,Berkembang
Kab. Sumba Timur,Kambera,Kiritana,0.8229,0.7,0.8667,0.7965,Maju
Kab. Sumba Timur,Kambata Mapambuhang,Lukuwingir,0.7829,0.55,0.6667,0.6665,Berkembang
Kab. Sumba Timur,Kambata Mapambuhang,Waimbidi,0.7943,0.55,0.6667,0.6703,Berkembang
Kab. Sumba Timur,Kambata Mapambuhang,Laimeta,0.68,0.3,0.6667,0.5489,Tertinggal
Kab. Sumba Timur,Kambata Mapambuhang,Mahubokul,0.8286,0.55,0.6667,0.6817,Berkembang
Kab. Sumba Timur,Kambata Mapambuhang,Marada Mundi,0.7429,0.55,0.6667,0.6532,Berkembang
Kab. Sumba Timur,Kambata Mapambuhang,Maidang,0.7029,0.4,0.6,0.5676,Tertinggal
Kab. Sumba Timur,Lewa Tidahu,Watumbelar,0.6171,0.6,0.5333,0.5835,Tertinggal
Kab. Sumba Timur,Lewa Tidahu,Bidipraing,0.7771,0.55,0.6,0.6424,Berkembang
Kab. Sumba Timur,Lewa Tidahu,Umamanu,0.64,0.4167,0.7333,0.5967,Tertinggal
Kab. Sumba Timur,Lewa Tidahu,Mondulambi,0.6914,0.45,0.5333,0.5583,Tertinggal
Kab. Sumba Timur,Lewa Tidahu,Kangeli,0.6857,0.4,0.5333,0.5397,Tertinggal
